t,HC.f,Taobs,W.f,GR.f,hh,tod_1,tod_2,tod_3
NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-01-02 19:00:00,0.05483283754384407,0.6967592592592593,0.27522935779816515,0.11022727272727273,20,0.0,0.0,1.0
2024-01-02 20:00:00,0.05514363095502375,0.6782407407407406,0.23853211009174313,0.028409090909090908,21,0.0,0.0,1.0
2024-01-02 21:00:00,0.046752208853172314,0.662037037037037,0.20183486238532106,0.004545454545454545,22,0.0,0.0,1.0
2024-01-02 22:00:00,0.03942636416107979,0.6481481481481481,0.1926605504587156,0.004545454545454545,23,1.0,0.0,0.0
2024-01-02 23:00:00,0.033654486524885674,0.6481481481481481,0.18348623853211007,0.004545454545454545,0,1.0,0.0,0.0
2024-01-03 00:00:00,0.02965857123828975,0.6412037037037036,0.14678899082568805,0.004545454545454545,1,1.0,0.0,0.0
2024-01-03 01:00:00,0.03445366958220487,0.6481481481481481,0.14678899082568805,0.004545454545454545,2,1.0,0.0,0.0
2024-01-03 02:00:00,0.03321049593748613,0.6689814814814814,0.15596330275229356,0.004545454545454545,3,1.0,0.0,0.0
2024-01-03 03:00:00,0.046929805088132125,0.6712962962962963,0.12844036697247704,0.010227272727272727,4,1.0,0.0,0.0
2024-01-03 04:00:00,0.056741997069662126,0.6597222222222222,0.055045871559633024,0.05795454545454545,5,1.0,0.0,0.0
2024-01-03 05:00:00,0.05936154153531944,0.6759259259259258,0.09174311926605504,0.16704545454545455,6,1.0,0.0,0.0
2024-01-03 06:00:00,0.051902499667007045,0.7222222222222222,0.15596330275229356,0.3090909090909091,7,1.0,0.0,0.0
2024-01-03 07:00:00,0.05159170625582737,0.7546296296296297,0.2201834862385321,0.375,8,1.0,0.0,0.0
2024-01-03 08:00:00,0.050659326022288335,0.736111111111111,0.2201834862385321,0.4022727272727273,9,1.0,0.0,0.0
2024-01-03 09:00:00,0.04435465968121474,0.7592592592592592,0.2110091743119266,0.5829545454545455,10,1.0,0.0,0.0
2024-01-03 10:00:00,0.04457665497491452,0.7800925925925926,0.18348623853211007,0.7272727272727273,11,1.0,0.0,0.0
2024-01-03 11:00:00,0.03920436886738001,0.7962962962962962,0.2293577981651376,0.9295454545454546,12,1.0,0.0,0.0
2024-01-03 12:00:00,0.03565244416818364,0.7962962962962962,0.2660550458715596,0.925,13,1.0,0.0,0.0
2024-01-03 13:00:00,0.03791679616392131,0.7962962962962962,0.27522935779816515,0.8045454545454546,14,1.0,0.0,0.0
2024-01-03 14:00:00,0.040181148159659015,0.7708333333333333,0.20183486238532106,0.34545454545454546,15,1.0,0.0,0.0
2024-01-03 15:00:00,0.04986014296496914,0.7245370370370369,0.2660550458715596,0.125,16,1.0,0.0,0.0
2024-01-03 16:00:00,0.05896195000665986,0.7013888888888887,0.3027522935779816,0.175,17,1.0,0.0,0.0
2024-01-03 17:00:00,0.06584380411135284,0.6851851851851851,0.2660550458715596,0.15568181818181817,18,1.0,0.0,0.0
2024-01-03 18:00:00,0.06633219375749233,0.6712962962962963,0.23853211009174313,0.04659090909090909,19,1.0,0.0,0.0
2024-01-03 19:00:00,0.0697953203392088,0.6527777777777777,0.23853211009174313,0.014772727272727272,20,1.0,0.0,0.0
2024-01-03 20:00:00,0.07720996314878123,0.6157407407407407,0.2568807339449541,0.007954545454545454,21,1.0,0.0,0.0
2024-01-03 21:00:00,0.056963992363361894,0.5972222222222221,0.2110091743119266,0.007954545454545454,22,1.0,0.0,0.0
2024-01-03 22:00:00,0.04653021355947254,0.6041666666666666,0.15596330275229356,0.007954545454545454,23,1.0,0.0,0.0
2024-01-03 23:00:00,0.04284509168405629,0.611111111111111,0.16513761467889906,0.007954545454545454,0,1.0,0.0,0.0
2024-01-04 00:00:00,0.04453225591617458,0.6180555555555555,0.17431192660550457,0.007954545454545454,1,1.0,0.0,0.0
2024-01-04 01:00:00,0.054699640367624196,0.6018518518518519,0.1926605504587156,0.005681818181818182,2,1.0,0.0,0.0
2024-01-04 02:00:00,0.061359499178617403,0.585648148148148,0.16513761467889906,0.005681818181818182,3,1.0,0.0,0.0
2024-01-04 03:00:00,0.07681037162012165,0.5902777777777778,0.1926605504587156,0.00909090909090909,4,1.0,0.0,0.0
2024-01-04 04:00:00,0.1023398303955956,0.5902777777777778,0.2568807339449541,0.020454545454545454,5,1.0,0.0,0.0
2024-01-04 05:00:00,0.10775651556187008,0.5902777777777778,0.23853211009174313,0.06931818181818182,6,1.0,0.0,0.0
2024-01-04 06:00:00,0.09661235181814146,0.6018518518518519,0.28440366972477066,0.14204545454545456,7,1.0,0.0,0.0
2024-01-04 07:00:00,0.09143518233047551,0.6064814814814814,0.3119266055045871,0.3443181818181818,8,1.0,0.0,0.0
2024-01-04 08:00:00,0.08820201999499756,0.6134259259259259,0.3211009174311926,0.3034090909090909,9,1.0,0.0,0.0
2024-01-04 09:00:00,0.08475780313457353,0.6226851851851851,0.35779816513761464,0.32954545454545453,10,1.0,0.0,0.0
2024-01-04 10:00:00,0.0744128224481641,0.6481481481481481,0.3944954128440368,0.4647727272727273,11,1.0,0.0,0.0
2024-01-04 11:00:00,0.06624339564001241,0.6759259259259258,0.4036697247706422,0.5772727272727273,12,1.0,0.0,0.0
2024-01-04 12:00:00,0.06482262576033387,0.6874999999999999,0.43119266055045874,0.5477272727272727,13,1.0,0.0,0.0
2024-01-04 13:00:00,0.07552279891666297,0.6851851851851851,0.44954128440366975,0.44772727272727275,14,1.0,0.0,0.0
2024-01-04 14:00:00,0.06819695422457045,0.6782407407407406,0.46788990825688076,0.5897727272727272,15,1.0,0.0,0.0
2024-01-04 15:00:00,0.07765395373618078,0.6689814814814814,0.42201834862385323,0.17954545454545454,16,1.0,0.0,0.0
2024-01-04 16:00:00,0.07693359002700395,0.6689814814814814,0.43119266055045874,0.2840909090909091,17,1.0,0.0,0.0
2024-01-04 17:00:00,0.0796963104382187,0.6435185185185184,0.42201834862385323,0.1965909090909091,18,1.0,0.0,0.0
2024-01-04 18:00:00,0.08400301913599431,0.6666666666666665,0.35779816513761464,0.18863636363636363,19,1.0,0.0,0.0
2024-01-04 19:00:00,0.08640056830795187,0.6574074074074073,0.35779816513761464,0.07727272727272727,20,1.0,0.0,0.0
2024-01-04 20:00:00,0.08315943701993518,0.6319444444444443,0.3027522935779816,0.023863636363636365,21,1.0,0.0,0.0
2024-01-04 21:00:00,0.06846334857701016,0.6203703703703702,0.3119266055045871,0.005681818181818182,22,1.0,0.0,0.0
2024-01-04 22:00:00,0.06269147094081605,0.6203703703703702,0.3027522935779816,0.005681818181818182,23,1.0,0.0,0.0
2024-01-04 23:00:00,0.06140389823735737,0.611111111111111,0.2660550458715596,0.004545454545454545,0,1.0,0.0,0.0
2024-01-05 00:00:00,0.06553301070017316,0.6041666666666666,0.2935779816513761,0.005681818181818182,1,1.0,0.0,0.0
2024-01-05 01:00:00,0.06495582293655375,0.5925925925925926,0.3211009174311926,0.004545454545454545,2,1.0,0.0,0.0
2024-01-05 02:00:00,0.0711716911601474,0.5949074074074073,0.3119266055045871,0.006818181818181818,3,1.0,0.0,0.0
2024-01-05 03:00:00,0.09643475558318162,0.5902777777777778,0.2935779816513761,0.010227272727272727,4,1.0,0.0,0.0
2024-01-05 04:00:00,0.11033166096878745,0.5879629629629629,0.5045871559633027,0.04659090909090909,5,1.0,0.0,0.0
2024-01-05 05:00:00,0.11583714425254182,0.5949074074074073,0.47706422018348627,0.19886363636363635,6,1.0,0.0,0.0
2024-01-05 06:00:00,0.11246281578830529,0.5972222222222221,0.5779816513761469,0.1965909090909091,7,1.0,0.0,0.0
2024-01-05 07:00:00,0.11139723837854636,0.6064814814814814,0.5412844036697247,0.3090909090909091,8,1.0,0.0,0.0
2024-01-05 08:00:00,0.09590196687830217,0.6157407407407407,0.5688073394495413,0.38522727272727275,9,1.0,0.0,0.0
2024-01-05 09:00:00,0.09599076499578207,0.6342592592592592,0.4954128440366973,0.509090909090909,10,1.0,0.0,0.0
2024-01-05 10:00:00,0.07552279891666297,0.6365740740740741,0.4587155963302752,0.39090909090909093,11,1.0,0.0,0.0
2024-01-05 11:00:00,0.06588820317009278,0.6574074074074073,0.4036697247706422,0.5943181818181819,12,1.0,0.0,0.0
2024-01-05 12:00:00,0.057955804821838576,0.6805555555555555,0.44036697247706424,0.7875,13,1.0,0.0,0.0
2024-01-05 13:00:00,0.0549456387898779,0.6944444444444444,0.5137614678899083,0.7829545454545455,14,1.0,0.0,0.0
2024-01-05 14:00:00,0.051236513785907725,0.6967592592592593,0.48623853211009177,0.6409090909090909,15,1.0,0.0,0.0
2024-01-05 15:00:00,0.05652000177596235,0.7013888888888887,0.4587155963302752,0.6375,16,1.0,0.0,0.0
2024-01-05 16:00:00,0.06167029258979708,0.6944444444444444,0.42201834862385323,0.44886363636363635,17,1.0,0.0,0.0
2024-01-05 17:00:00,0.06433423611419437,0.6828703703703703,0.4036697247706422,0.3090909090909091,18,1.0,0.0,0.0
2024-01-05 18:00:00,0.06193668694223682,0.6759259259259258,0.33944954128440363,0.14886363636363636,19,1.0,0.0,0.0
2024-01-05 19:00:00,0.0645118323491542,0.662037037037037,0.27522935779816515,0.08636363636363636,20,1.0,0.0,0.0
2024-01-05 20:00:00,0.07854193491097987,0.6435185185185184,0.24770642201834858,0.017045454545454544,21,1.0,0.0,0.0
2024-01-05 21:00:00,0.06619899658127248,0.6319444444444443,0.2201834862385321,0.005681818181818182,22,1.0,0.0,0.0
2024-01-05 22:00:00,0.05834036318430048,0.625,0.20183486238532106,0.005681818181818182,23,1.0,0.0,0.0
2024-01-05 23:00:00,0.059938729298938856,0.6041666666666666,0.13761467889908258,0.003409090909090909,0,1.0,0.0,0.0
2024-01-06 00:00:00,0.06428983705545442,0.5902777777777778,0.15596330275229356,0.004545454545454545,1,1.0,0.0,0.0
2024-01-06 01:00:00,0.06500022199529368,0.5763888888888888,0.17431192660550457,0.005681818181818182,2,1.0,0.0,0.0
2024-01-06 02:00:00,0.06673178528615194,0.585648148148148,0.12844036697247704,0.006818181818181818,3,1.0,0.0,0.0
2024-01-06 03:00:00,0.08080628690671757,0.599537037037037,0.1926605504587156,0.00909090909090909,4,1.0,0.0,0.0
2024-01-06 04:00:00,0.09683434711184123,0.6180555555555555,0.2293577981651376,0.03409090909090909,5,1.0,0.0,0.0
2024-01-06 05:00:00,0.10331660968787461,0.6296296296296295,0.2293577981651376,0.05568181818181818,6,1.0,0.0,0.0
2024-01-06 06:00:00,0.09230564312036584,0.6435185185185184,0.2935779816513761,0.06931818181818182,7,1.0,0.0,0.0
2024-01-06 07:00:00,0.08475780313457353,0.6574074074074073,0.3119266055045871,0.13295454545454546,8,1.0,0.0,0.0
2024-01-06 08:00:00,0.07800914620610042,0.6782407407407406,0.3027522935779816,0.18522727272727274,9,1.0,0.0,0.0
2024-01-06 09:00:00,0.06961772410424899,0.6967592592592593,0.2935779816513761,0.23863636363636365,10,1.0,0.0,0.0
2024-01-06 10:00:00,0.05514363095502375,0.7268518518518517,0.35779816513761464,0.32840909090909093,11,1.0,0.0,0.0
2024-01-06 11:00:00,0.052168894019446785,0.7592592592592592,0.34862385321100914,0.4409090909090909,12,1.0,0.0,0.0
2024-01-06 12:00:00,0.04661901167695245,0.7847222222222221,0.3944954128440368,0.5034090909090909,13,1.0,0.0,0.0
2024-01-06 13:00:00,0.04155751898059762,0.7939814814814814,0.35779816513761464,0.5295454545454545,14,1.0,0.0,0.0
2024-01-06 14:00:00,0.04013674910091905,0.8171296296296295,0.36697247706422015,0.2818181818181818,15,1.0,0.0,0.0
2024-01-06 15:00:00,0.05083692225724814,0.826388888888889,0.33944954128440363,0.2840909090909091,16,1.0,0.0,0.0
2024-01-06 16:00:00,0.053767260134085164,0.8356481481481481,0.2935779816513761,0.2681818181818182,17,1.0,0.0,0.0
2024-01-06 17:00:00,0.052168894019446785,0.837962962962963,0.27522935779816515,0.18181818181818182,18,1.0,0.0,0.0
2024-01-06 18:00:00,0.04604182391333303,0.8333333333333333,0.2201834862385321,0.1590909090909091,19,1.0,0.0,0.0
2024-01-06 19:00:00,0.04026994627713892,0.8194444444444443,0.20183486238532106,0.0875,20,1.0,0.0,0.0
2024-01-06 20:00:00,0.0429338898015362,0.7893518518518519,0.2201834862385321,0.025,21,1.0,0.0,0.0
2024-01-06 21:00:00,0.042267903920436875,0.7476851851851851,0.12844036697247704,0.004545454545454545,22,1.0,0.0,0.0
2024-01-06 22:00:00,0.036806819695422446,0.7222222222222222,0.13761467889908258,0.004545454545454545,23,1.0,0.0,0.0
2024-01-06 23:00:00,0.03436487146472494,0.7222222222222222,0.2110091743119266,0.004545454545454545,0,1.0,0.0,0.0
2024-01-07 00:00:00,0.03387648181858545,0.7083333333333334,0.18348623853211007,0.004545454545454545,1,1.0,0.0,0.0
2024-01-07 01:00:00,0.03614083381432312,0.6944444444444444,0.15596330275229356,0.005681818181818182,2,1.0,0.0,0.0
2024-01-07 02:00:00,0.03405407805354526,0.699074074074074,0.15596330275229356,0.006818181818181818,3,1.0,0.0,0.0
2024-01-07 03:00:00,0.04994894108244905,0.699074074074074,0.14678899082568805,0.00909090909090909,4,1.0,0.0,0.0
2024-01-07 04:00:00,0.06304666341073568,0.699074074074074,0.14678899082568805,0.026136363636363635,5,1.0,0.0,0.0
2024-01-07 05:00:00,0.06229187941215646,0.7060185185185185,0.16513761467889906,0.07613636363636364,6,1.0,0.0,0.0
2024-01-07 06:00:00,0.05949473871153931,0.7175925925925926,0.1926605504587156,0.13295454545454546,7,1.0,0.0,0.0
2024-01-07 07:00:00,0.0593171424765795,0.736111111111111,0.18348623853211007,0.25113636363636366,8,1.0,0.0,0.0
2024-01-07 08:00:00,0.0559872130710829,0.7685185185185185,0.2201834862385321,0.35568181818181815,9,1.0,0.0,0.0
2024-01-07 09:00:00,0.05003773919992895,0.8032407407407407,0.3119266055045871,0.6863636363636364,10,1.0,0.0,0.0
2024-01-07 10:00:00,0.04506504462105403,0.8310185185185184,0.33944954128440363,0.7204545454545455,11,1.0,0.0,0.0
2024-01-07 11:00:00,0.04399946721129513,0.8541666666666666,0.4036697247706422,0.8556818181818182,12,1.0,0.0,0.0
2024-01-07 12:00:00,0.04071393686453846,0.8680555555555555,0.3944954128440368,0.7931818181818182,13,1.0,0.0,0.0
2024-01-07 13:00:00,0.04080273498201837,0.8749999999999999,0.3944954128440368,0.8238636363636364,14,1.0,0.0,0.0
2024-01-07 14:00:00,0.03791679616392131,0.8819444444444444,0.3761467889908257,0.7886363636363637,15,1.0,0.0,0.0
2024-01-07 15:00:00,0.04346667850641565,0.8888888888888888,0.36697247706422015,0.7022727272727273,16,1.0,0.0,0.0
2024-01-07 16:00:00,0.04213470674421701,0.8888888888888888,0.3211009174311926,0.5556818181818182,17,1.0,0.0,0.0
2024-01-07 17:00:00,0.038627181103760594,0.8888888888888888,0.27522935779816515,0.39886363636363636,18,1.0,0.0,0.0
2024-01-07 18:00:00,0.03671802157794254,0.8749999999999999,0.2293577981651376,0.225,19,1.0,0.0,0.0
2024-01-07 19:00:00,0.032233716645207126,0.8495370370370371,0.15596330275229356,0.09659090909090909,20,1.0,0.0,0.0
2024-01-07 20:00:00,0.033654486524885674,0.8125,0.11009174311926605,0.020454545454545454,21,1.0,0.0,0.0
2024-01-07 21:00:00,0.029081383474670333,0.773148148148148,0.07339449541284404,0.0022727272727272726,22,1.0,0.0,0.0
2024-01-07 22:00:00,0.02455267948319496,0.7476851851851851,0.07339449541284404,0.003409090909090909,23,0.0,1.0,0.0
2024-01-07 23:00:00,0.026106646539093375,0.7314814814814815,0.07339449541284404,0.003409090909090909,0,0.0,1.0,0.0
2024-01-08 00:00:00,0.024197487013275315,0.7013888888888887,0.04587155963302752,0.003409090909090909,1,0.0,1.0,0.0
2024-01-08 01:00:00,0.025795853127913684,0.6689814814814814,0.03669724770642202,0.003409090909090909,2,0.0,1.0,0.0
2024-01-08 02:00:00,0.030946143941748428,0.6643518518518517,0.04587155963302752,0.004545454545454545,3,0.0,1.0,0.0
2024-01-08 03:00:00,0.03480886205212448,0.6481481481481481,0.027522935779816515,0.00909090909090909,4,0.0,1.0,0.0
2024-01-08 04:00:00,0.03258890911512675,0.6412037037037036,0.027522935779816515,0.056818181818181816,5,0.0,1.0,0.0
2024-01-08 05:00:00,0.03454246769968477,0.6874999999999999,0.04587155963302752,0.13977272727272727,6,0.0,1.0,0.0
2024-01-08 06:00:00,0.043644274741375486,0.7291666666666666,0.08256880733944955,0.26477272727272727,7,0.0,1.0,0.0
2024-01-08 07:00:00,0.050215335434888785,0.761574074074074,0.12844036697247704,0.45681818181818185,8,0.0,1.0,0.0
2024-01-08 08:00:00,0.05492163566132397,0.7893518518518519,0.14678899082568805,0.6329545454545454,9,0.0,1.0,0.0
2024-01-08 09:00:00,0.05594281401234293,0.8171296296296295,0.15596330275229356,0.7715909090909091,10,0.0,1.0,0.0
2024-01-08 10:00:00,0.04697420414687209,0.8449074074074073,0.14678899082568805,0.8784090909090909,11,0.0,1.0,0.0
2024-01-08 11:00:00,0.04222350486169694,0.8634259259259258,0.17431192660550457,0.928409090909091,12,0.0,1.0,0.0
2024-01-08 12:00:00,0.03525285263952403,0.8773148148148148,0.16513761467889906,0.9431818181818182,13,0.0,1.0,0.0
2024-01-08 13:00:00,0.03250011099764684,0.9004629629629629,0.16513761467889906,0.9181818181818182,14,0.0,1.0,0.0
2024-01-08 14:00:00,0.03036895617812901,0.9004629629629629,0.20183486238532106,0.8125,15,0.0,1.0,0.0
2024-01-08 15:00:00,0.03472006393464458,0.8958333333333334,0.2201834862385321,0.7102272727272727,16,0.0,1.0,0.0
2024-01-08 16:00:00,0.036895617812902376,0.886574074074074,0.2201834862385321,0.5693181818181818,17,0.0,1.0,0.0
2024-01-08 17:00:00,0.03556364605070373,0.8796296296296295,0.20183486238532106,0.42045454545454547,18,0.0,1.0,0.0
2024-01-08 18:00:00,0.03263330817386671,0.8611111111111112,0.17431192660550457,0.25,19,0.0,1.0,0.0
2024-01-08 19:00:00,0.026950228655152505,0.8449074074074073,0.06422018348623854,0.10113636363636364,20,0.0,1.0,0.0
2024-01-08 20:00:00,0.02779381077121166,0.8032407407407407,0.04587155963302752,0.01818181818181818,21,0.0,1.0,0.0
2024-01-08 21:00:00,0.02943657594458998,0.7476851851851851,0.07339449541284404,0.003409090909090909,22,0.0,1.0,0.0
2024-01-08 22:00:00,0.024153087954535364,0.7083333333333334,0.09174311926605504,0.003409090909090909,23,0.0,0.0,1.0
2024-01-08 23:00:00,0.02322070772099632,0.6874999999999999,0.06422018348623854,0.003409090909090909,0,0.0,0.0,1.0
2024-01-09 00:00:00,0.026151045597833326,0.6689814814814814,0.12844036697247704,0.005681818181818182,1,0.0,0.0,1.0
2024-01-09 01:00:00,0.02144474537139813,0.673611111111111,0.2110091743119266,0.007954545454545454,2,0.0,0.0,1.0
2024-01-09 02:00:00,0.023353904897216175,0.6782407407407406,0.1926605504587156,0.006818181818181818,3,0.0,0.0,1.0
2024-01-09 03:00:00,0.030546552413088846,0.6574074074074073,0.09174311926605504,0.00909090909090909,4,0.0,0.0,1.0
2024-01-09 04:00:00,0.026506238067752957,0.6504629629629629,0.07339449541284404,0.04659090909090909,5,0.0,0.0,1.0
2024-01-09 05:00:00,0.028193402299871242,0.6643518518518517,0.04587155963302752,0.125,6,0.0,0.0,1.0
2024-01-09 06:00:00,0.0341232274944803,0.7060185185185185,0.08256880733944955,0.2715909090909091,7,0.0,0.0,1.0
2024-01-09 07:00:00,0.03914146169250811,0.7523148148148148,0.13761467889908258,0.45,8,0.0,0.0,1.0
2024-01-09 08:00:00,0.042267903920436875,0.7962962962962962,0.14678899082568805,0.6215909090909091,9,0.0,0.0,1.0
2024-01-09 09:00:00,0.04275629356657639,0.8217592592592592,0.17431192660550457,0.7693181818181818,10,0.0,0.0,1.0
2024-01-09 10:00:00,0.04630821826577277,0.8472222222222222,0.14678899082568805,0.8727272727272727,11,0.0,0.0,1.0
2024-01-09 11:00:00,0.043821870976335296,0.8796296296296295,0.11926605504587154,0.9318181818181818,12,0.0,0.0,1.0
2024-01-09 12:00:00,0.03556364605070373,0.8935185185185185,0.14678899082568805,0.8318181818181818,13,0.0,0.0,1.0
2024-01-09 13:00:00,0.030901744883008488,0.8958333333333334,0.20183486238532106,0.9147727272727273,14,0.0,0.0,1.0
2024-01-09 14:00:00,0.027127824890112336,0.8912037037037036,0.2293577981651376,0.7852272727272728,15,0.0,0.0,1.0
2024-01-09 15:00:00,0.02845979665231098,0.886574074074074,0.2201834862385321,0.6704545454545454,16,0.0,0.0,1.0
2024-01-09 16:00:00,0.03738400745904186,0.8472222222222222,0.23853211009174313,0.35568181818181815,17,0.0,0.0,1.0
2024-01-09 17:00:00,0.03489766016960441,0.826388888888889,0.17431192660550457,0.2863636363636364,18,0.0,0.0,1.0
2024-01-09 18:00:00,0.037561603694001695,0.8171296296296295,0.11926605504587154,0.12272727272727273,19,0.0,0.0,1.0
2024-01-09 19:00:00,0.03369888558362561,0.7916666666666666,0.17431192660550457,0.08068181818181819,20,0.0,0.0,1.0
2024-01-09 20:00:00,0.03174532699906762,0.7754629629629629,0.2201834862385321,0.020454545454545454,21,0.0,0.0,1.0
2024-01-09 21:00:00,0.03436487146472494,0.7407407407407407,0.2568807339449541,0.004545454545454545,22,0.0,0.0,1.0
2024-01-09 22:00:00,0.025529458775473957,0.7152777777777777,0.27522935779816515,0.004545454545454545,23,1.0,0.0,0.0
2024-01-09 23:00:00,0.02526306442303423,0.7037037037037036,0.24770642201834858,0.004545454545454545,0,1.0,0.0,0.0
2024-01-10 00:00:00,0.022954313368556578,0.699074074074074,0.2660550458715596,0.004545454545454545,1,1.0,0.0,0.0
2024-01-10 01:00:00,0.024685876659414817,0.6898148148148147,0.23853211009174313,0.005681818181818182,2,1.0,0.0,0.0
2024-01-10 02:00:00,0.027749411712471694,0.6712962962962963,0.17431192660550457,0.005681818181818182,3,1.0,0.0,0.0
2024-01-10 03:00:00,0.050392931669848595,0.673611111111111,0.1926605504587156,0.007954545454545454,4,1.0,0.0,0.0
2024-01-10 04:00:00,0.06983971939794877,0.6574074074074073,0.17431192660550457,0.011363636363636364,5,1.0,0.0,0.0
