,Horizon,RMSE_Reconciled,RMSE_Base,Absolute_Improvement,Percentage_Improvement
0,1,50.42158697235273,54.69981597308075,4.278229000728025,7.821285912247779
1,2,78.18588252086965,93.688003619892,15.502121099022347,16.546537977174815
2,3,92.3293074943795,124.56109925539437,32.23179176101486,25.876290393783595
3,4,94.96783627369695,146.89456159571705,51.926725322020104,35.3496581207225
4,5,89.48327080683886,162.5146707759454,73.03139996910654,44.93834287108329
5,6,78.45470695431271,172.8879954688813,94.43328851456857,54.62107895835137
6,7,70.22372016738377,177.77468721572023,107.55096704833646,60.498470695003405
7,8,70.07838156295898,178.5927352777366,108.51435371477763,60.76078825156167
8,9,81.8897648549842,176.43662528155357,94.54686042656938,53.586867395413876
9,10,97.90524387275498,174.10911804916176,76.20387417640679,43.7678824809679
10,11,110.59176516407673,173.3163508337607,62.724585669683975,36.190806792284306
11,12,116.46853324537518,174.93656400442154,58.46803075904636,33.4224186303148
12,13,115.75226436374287,180.77733215527758,65.02506779153471,35.96970207286931
13,14,110.81958898357752,188.56720751503514,77.74761853145762,41.23072063060515
14,15,104.20670941075954,195.29338201960832,91.08667260884877,46.64094178045586
15,16,96.39506873451828,198.93111704059365,102.53604830607537,51.54349396487427
16,17,89.08299703559632,198.53180876560486,109.44881173000854,55.12910621754747
17,18,83.93413582310653,194.57791545696887,110.64377963386234,56.86348287472086
18,19,83.47061999553642,188.51484477530155,105.04422477976513,55.7219909683885
19,20,87.13828385305841,181.86213681298506,94.72385295992665,52.08552732300422
20,21,95.08153388432429,175.97749600125866,80.89596211693437,45.96949266533249
21,22,103.46059506550071,172.9526354381538,69.4920403726531,40.17981003677898
22,23,108.92931013090087,173.23052281407567,64.3012126831748,37.1188700689819
23,24,112.42794415026708,176.5474491417444,64.11950499147733,36.31856778627132
24,25,113.25245641786394,182.59424934628555,69.34179292842161,37.975890903834866
25,26,116.00235587050372,191.38482914870326,75.38247327819954,39.387904262583135
26,27,118.58395289622453,200.73966793771422,82.15571504148969,40.92649743098164
27,28,120.71199590705591,209.79869798473266,89.08670207767675,42.46294325628261
28,29,119.53138100386326,217.8603583445508,98.32897734068754,45.13394639018181
29,30,116.62371938498814,223.99306936380438,107.36934997881625,47.93422862759625
30,31,112.05837061472504,227.55934493247491,115.50097431774988,50.7564188814233
31,32,109.12975558228466,230.25848623553114,121.12873065324648,52.60554459189141
32,33,110.33532156111009,232.7806689069465,122.4453473458364,52.601166549093314
33,34,114.2115650357966,235.83459662370385,121.62303158790725,51.57132724761676
34,35,118.32173285200601,239.47469581284398,121.15296296083797,50.59113345967974
35,36,122.1630957408457,243.16163949448787,120.99854375364217,49.760539534602465
36,37,125.13312974004012,246.12898087039338,120.99585113035326,49.15953038218903
37,38,126.09552857317495,247.45850517180585,121.36297659863091,49.0437685762188
38,39,125.626572789444,247.38744249523137,121.76086970578737,49.21869456172353
39,40,122.7805155821366,245.22461080792655,122.44409522578995,49.93140567024691
40,41,118.63367579230739,240.94417106768918,122.3104952753818,50.76300237245446
41,42,114.80203462664626,236.2599545701186,121.45791994347233,51.408593624962094
42,43,113.10985081781872,232.26264799717984,119.15279717936112,51.30088639168873
43,44,113.81464334487472,230.55611293413065,116.74146958925593,50.63473186790267
44,45,119.08977194549311,231.98456447914162,112.89479253364851,48.66478629176175
45,46,124.60099443923701,236.37662501489376,111.77563057565675,47.28709133934623
46,47,128.8518938885713,242.51208607819257,113.66019218962126,46.86784647630885
47,48,134.16981083164814,248.00403770146062,113.83422686981248,45.90015062853231
